SELECT date, ordering, pref_label::varchar(20),
       birthyear, extract(year from date) - birthyear AS age
FROM registers
JOIN register_plays ON (register_id = registers.id)
JOIN play_person USING (play_id)
JOIN person ON (person_id = person.id)
ORDER BY date
    date    | ordering |      pref_label      | birthyear | age 
 1741-01-25 |        1 | François-Marie Aroue |      1694 |  47
 1741-01-27 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-01-27 |        1 | Quinault (Philippe)  |      1635 | 106
 1741-01-28 |        1 | François-Marie Aroue |      1694 |  47
 1741-01-28 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-01-29 |        1 | Scarron (Paul)       |      1610 | 131
 1741-01-29 |        2 | Florent Carton dit D |      1661 |  80
 1741-01-30 |        1 | Jean Racine          |      1639 | 102
 1741-01-30 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-01-31 |        1 | Destouches           |      1680 |  61
 1741-01-31 |        2 | Florent Carton dit D |      1661 |  80
 1741-02-01 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-02-01 |        2 | Florent Carton dit D |      1661 |  80
 1741-02-03 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-03 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-02-04 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-02-04 |        2 | Legrand (Marc-Antoin |      1673 |  68
 1741-02-05 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-06 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-02-06 |        1 | Michel Boyron        |           |    
 1741-02-08 |        1 | François-Marie Aroue |      1694 |  47
 1741-02-08 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-09 |        2 | Brueys (David-August |      1640 | 101
 1741-02-09 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-10 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-02-10 |        2 | Hauteroche (Noël Leb |           |    
 1741-02-11 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-02-11 |        2 | Legrand (Marc-Antoin |      1673 |  68
 1741-02-12 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-13 |        1 | Destouches           |      1680 |  61
 1741-02-13 |        2 | Florent Carton dit D |      1661 |  80
 1741-02-14 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-02-14 |        1 | Jean Racine          |      1639 | 102
 1741-02-15 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-16 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-16 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-02-17 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-17 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-18 |        1 | Destouches           |      1680 |  61
 1741-02-18 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-02-19 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-20 |        1 | Jean Racine          |      1639 | 102
 1741-02-20 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-02-22 |        1 | Jean Racine          |      1639 | 102
 1741-02-22 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-02-24 |        2 | Jean Racine          |      1639 | 102
 1741-02-24 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-02-25 |        1 | François-Marie Aroue |      1694 |  47
 1741-02-25 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-02-26 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-02-27 |        2 | Florent Carton dit D |      1661 |  80
 1741-02-27 |        1 | Destouches           |      1680 |  61
 1741-03-01 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-03-01 |        1 | Michel Boyron        |           |    
 1741-03-02 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-03-02 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-03-03 |        1 | Boissy (Louis de)    |      1694 |  47
 1741-03-03 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-03-04 |        1 | Destouches           |      1680 |  61
 1741-03-04 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-03-05 |        1 | Corneille (Thomas)   |      1625 | 116
 1741-03-05 |        2 | Florent Carton dit D |      1661 |  80
 1741-03-06 |        2 | Lesage (Alain-René)  |      1668 |  73
 1741-03-06 |        1 | Jean Racine          |      1639 | 102
 1741-03-08 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-03-08 |        1 | Michel Boyron        |           |    
 1741-03-10 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-03-10 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-03-12 |        1 | Jean Racine          |      1639 | 102
 1741-03-12 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-03-13 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-03-13 |        2 | Palaprat (Jean de)   |           |    
 1741-03-15 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-03-15 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-03-17 |        2 | Florent Carton dit D |      1661 |  80
 1741-03-17 |        1 | Destouches           |      1680 |  61
 1741-03-18 |        1 | Corneille (Thomas)   |      1625 | 116
 1741-03-18 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-04-10 |        1 | Duché de Vancy (Jose |      1668 |  73
 1741-04-10 |        2 | Hauteroche (Noël Leb |           |    
 1741-04-11 |        1 | François-Marie Aroue |      1694 |  47
 1741-04-11 |        2 | Florent Carton dit D |      1661 |  80
 1741-04-12 |        1 | Duché de Vancy (Jose |      1668 |  73
 1741-04-12 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-04-13 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-04-13 |        1 | François-Marie Aroue |      1694 |  47
 1741-04-14 |        1 | Montfleury           |      1639 | 102
 1741-04-14 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-04-15 |        1 | Duché de Vancy (Jose |      1668 |  73
 1741-04-15 |        2 | Florent Carton dit D |      1661 |  80
 1741-04-16 |        1 | François-Marie Aroue |      1694 |  47
 1741-04-16 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-04-17 |        1 | François-Marie Aroue |      1694 |  47
 1741-04-17 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-04-18 |        1 | Destouches           |      1680 |  61
 1741-04-18 |        2 | Legrand (Marc-Antoin |      1673 |  68
 1741-04-19 |        1 | Jean Racine          |      1639 | 102
 1741-04-19 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-04-20 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-04-20 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-04-21 |        1 | Scarron (Paul)       |      1610 | 131
 1741-04-21 |        2 | Florent Carton dit D |      1661 |  80
 1741-04-22 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-04-22 |        1 | Jean Racine          |      1639 | 102
 1741-04-23 |        1 | François-Marie Aroue |      1694 |  47
 1741-04-23 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-04-24 |        1 | Jean Racine          |      1639 | 102
 1741-04-24 |        2 | Lesage (Alain-René)  |      1668 |  73
 1741-04-25 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-04-25 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-04-26 |        2 | Legrand (Marc-Antoin |      1673 |  68
 1741-04-26 |        1 | Jean Racine          |      1639 | 102
 1741-04-27 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-04-27 |        2 | Palaprat (Jean de)   |           |    
 1741-04-28 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-04-28 |        2 | Florent Carton dit D |      1661 |  80
 1741-04-29 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-04-29 |        2 | Florent Carton dit D |      1661 |  80
 1741-04-30 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-01 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-01 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-05-02 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-05-02 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-05-03 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-03 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-05-04 |        1 | Destouches           |      1680 |  61
 1741-05-04 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-05-05 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-05-05 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-05-06 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-06 |        1 | Corneille (Thomas)   |      1625 | 116
 1741-05-07 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-05-07 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-05-08 |        1 | Jean Racine          |      1639 | 102
 1741-05-08 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-09 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-09 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-05-10 |        1 | Corneille (Thomas)   |      1625 | 116
 1741-05-10 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-12 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-05-12 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-13 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-05-13 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-14 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-14 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-15 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-05-15 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-16 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-05-16 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-17 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-05-17 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-18 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-18 |        1 | Florent Carton dit D |      1661 |  80
 1741-05-19 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-19 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-20 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-05-20 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-05-22 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-05-22 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-23 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-23 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-24 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-05-24 |        2 | Hauteroche (Noël Leb |           |    
 1741-05-25 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-25 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-05-26 |        2 | Poisson (Raymond)    |      1630 | 111
 1741-05-26 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-27 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-27 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-05-28 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-05-28 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-05-29 |        2 | Florent Carton dit D |      1661 |  80
 1741-05-29 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-05-30 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-05-30 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-05-31 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-05-31 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-06-02 |        1 | Destouches           |      1680 |  61
 1741-06-02 |        2 | Boissy (Louis de)    |      1694 |  47
 1741-06-03 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-06-03 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-06-04 |        1 | Destouches           |      1680 |  61
 1741-06-04 |        2 | Boissy (Louis de)    |      1694 |  47
 1741-06-05 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-06-05 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-06-06 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-06-06 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-06-07 |        2 | Pont-de-Veyle (Antoi |           |    
 1741-06-07 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-06-08 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-06-08 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-06-10 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-06-10 |        2 | Pont-de-Veyle (Antoi |           |    
 1741-06-11 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-06-11 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-06-12 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-06-12 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-06-14 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-06-14 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-06-15 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-06-15 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-06-17 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-06-17 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-06-18 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-06-18 |        2 | Florent Carton dit D |      1661 |  80
 1741-06-19 |        1 | Corneille (Thomas)   |      1625 | 116
 1741-06-19 |        2 | Florent Carton dit D |      1661 |  80
 1741-06-20 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-06-20 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-06-21 |        1 | La Motte (Antoine Ho |           |    
 1741-06-21 |        2 | Florent Carton dit D |      1661 |  80
 1741-06-22 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-06-22 |        1 | Destouches           |      1680 |  61
 1741-06-24 |        2 | Hauteroche (Noël Leb |           |    
 1741-06-24 |        1 | La Motte (Antoine Ho |           |    
 1741-06-25 |        1 | Brueys (David-August |      1640 | 101
 1741-06-25 |        2 | Florent Carton dit D |      1661 |  80
 1741-06-26 |        1 | Quinault (Philippe)  |      1635 | 106
 1741-06-26 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-06-28 |        1 | La Motte (Antoine Ho |           |    
 1741-06-28 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-06-29 |        1 | Brueys (David-August |      1640 | 101
 1741-06-29 |        2 | Lesage (Alain-René)  |      1668 |  73
 1741-07-01 |        2 | Champmeslé (Charles  |           |    
 1741-07-01 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-07-01 |        1 | La Motte (Antoine Ho |           |    
 1741-07-02 |        2 | Florent Carton dit D |      1661 |  80
 1741-07-02 |        1 | Brueys (David-August |      1640 | 101
 1741-07-03 |        2 | Champmeslé (Charles  |           |    
 1741-07-03 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-07-03 |        1 | Jean Racine          |      1639 | 102
 1741-07-05 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-07-05 |        2 | Legrand (Marc-Antoin |      1673 |  68
 1741-07-06 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-07-06 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-07-08 |        1 | Jean Racine          |      1639 | 102
 1741-07-08 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-07-09 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-07-09 |        2 | Jean Racine          |      1639 | 102
 1741-07-10 |        2 | Florent Carton dit D |      1661 |  80
 1741-07-10 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-07-12 |        2 | Florent Carton dit D |      1661 |  80
 1741-07-12 |        1 | Jean Racine          |      1639 | 102
 1741-07-13 |        1 | François-Marie Aroue |      1694 |  47
 1741-07-13 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-07-15 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-07-15 |        1 | Crébillon (Prosper J |      1674 |  67
 1741-07-15 |        2 | Champmeslé (Charles  |           |    
 1741-07-16 |        1 | François-Marie Aroue |      1694 |  47
 1741-07-16 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-07-17 |        1 | François-Marie Aroue |      1694 |  47
 1741-07-17 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-07-19 |        2 | Florent Carton dit D |      1661 |  80
 1741-07-19 |        1 | Jean Racine          |      1639 | 102
 1741-07-20 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-07-20 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-07-22 |        1 | Jean Racine          |      1639 | 102
 1741-07-22 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-07-23 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-07-23 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-07-24 |        2 | Lesage (Alain-René)  |      1668 |  73
 1741-07-24 |        1 | Jean Racine          |      1639 | 102
 1741-07-25 |        2 | Jean Racine          |      1639 | 102
 1741-07-25 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-07-26 |        1 | Jean Racine          |      1639 | 102
 1741-07-26 |        2 | Florent Carton dit D |      1661 |  80
 1741-07-27 |        1 | François-Marie Aroue |      1694 |  47
 1741-07-27 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-07-27 |        2 | Champmeslé (Charles  |           |    
 1741-07-29 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-07-29 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-07-30 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-07-30 |        2 | Florent Carton dit D |      1661 |  80
 1741-07-31 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-07-31 |        2 | Florent Carton dit D |      1661 |  80
 1741-08-01 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-01 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-02 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-08-02 |        2 | Florent Carton dit D |      1661 |  80
 1741-08-03 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-03 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-08-05 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-08-05 |        1 | Crébillon (Prosper J |      1674 |  67
 1741-08-06 |        2 | Jean Racine          |      1639 | 102
 1741-08-06 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-07 |        1 | Crébillon (Prosper J |      1674 |  67
 1741-08-07 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-09 |        2 | Lesage (Alain-René)  |      1668 |  73
 1741-08-09 |        1 | Crébillon (Prosper J |      1674 |  67
 1741-08-10 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-10 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-08-12 |        1 | La Motte (Antoine Ho |           |    
 1741-08-12 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-08-13 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-08-13 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-14 |        1 | Corneille (Thomas)   |      1625 | 116
 1741-08-14 |        2 | Hauteroche (Noël Leb |           |    
 1741-08-16 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-16 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-17 |        3 | Parmentier           |           |    
 1741-08-17 |        2 | Destouches           |      1680 |  61
 1741-08-17 |        1 | Landois (Paul)       |           |    
 1741-08-18 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-08-18 |        2 | Champmeslé (Charles  |           |    
 1741-08-18 |        1 | François-Marie Aroue |      1694 |  47
 1741-08-19 |        1 | Landois (Paul)       |           |    
 1741-08-19 |        3 | Pont-de-Veyle (Antoi |           |    
 1741-08-19 |        2 | Destouches           |      1680 |  61
 1741-08-20 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-08-20 |        1 | François-Marie Aroue |      1694 |  47
 1741-08-21 |        2 | Destouches           |      1680 |  61
 1741-08-21 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-08-23 |        2 | Destouches           |      1680 |  61
 1741-08-23 |        1 | François-Marie Aroue |      1694 |  47
 1741-08-26 |        2 | Destouches           |      1680 |  61
 1741-08-26 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-08-27 |        1 | Destouches           |      1680 |  61
 1741-08-27 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-28 |        2 | Destouches           |      1680 |  61
 1741-08-28 |        1 | Jean Racine          |      1639 | 102
 1741-08-30 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-30 |        1 | Piron (Alexis)       |      1689 |  52
 1741-08-31 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-08-31 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-09-02 |        1 | Piron (Alexis)       |      1689 |  52
 1741-09-02 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-09-03 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-09-03 |        2 | Palaprat (Jean de)   |           |    
 1741-09-04 |        1 | Piron (Alexis)       |      1689 |  52
 1741-09-04 |        2 | Florent Carton dit D |      1661 |  80
 1741-09-06 |        1 | François-Marie Aroue |      1694 |  47
 1741-09-06 |        2 | Florent Carton dit D |      1661 |  80
 1741-09-07 |        2 | Lesage (Alain-René)  |      1668 |  73
 1741-09-07 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-09-09 |        1 | François-Marie Aroue |      1694 |  47
 1741-09-09 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-09-10 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-09-10 |        2 | Palaprat (Jean de)   |           |    
 1741-09-11 |        1 | François-Marie Aroue |      1694 |  47
 1741-09-11 |        2 | Florent Carton dit D |      1661 |  80
 1741-09-13 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-09-13 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-09-14 |        1 | La Motte (Antoine Ho |           |    
 1741-09-14 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-09-16 |        1 | La Motte (Antoine Ho |           |    
 1741-09-16 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-09-17 |        2 | Florent Carton dit D |      1661 |  80
 1741-09-17 |        1 | François-Marie Aroue |      1694 |  47
 1741-09-18 |        1 | François-Marie Aroue |      1694 |  47
 1741-09-18 |        2 | Florent Carton dit D |      1661 |  80
 1741-09-19 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-09-19 |        2 | Legrand (Marc-Antoin |      1673 |  68
 1741-09-20 |        2 | Lesage (Alain-René)  |      1668 |  73
 1741-09-20 |        1 | Destouches           |      1680 |  61
 1741-09-21 |        2 | Florent Carton dit D |      1661 |  80
 1741-09-21 |        1 | François-Marie Aroue |      1694 |  47
 1741-09-23 |        2 | Saint-Foix (Germain- |      1698 |  43
 1741-09-23 |        1 | Michel Boyron        |           |    
 1741-09-24 |        2 | Florent Carton dit D |      1661 |  80
 1741-09-24 |        1 | François-Marie Aroue |      1694 |  47
 1741-09-25 |        1 | Palaprat (Jean de)   |           |    
 1741-09-25 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-09-25 |        3 | Florent Carton dit D |      1661 |  80
 1741-09-27 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-09-27 |        1 | Michel Boyron        |           |    
 1741-09-28 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-09-28 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-09-29 |        1 | Quinault (Philippe)  |      1635 | 106
 1741-09-29 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-09-30 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-09-30 |        2 | Pont-de-Veyle (Antoi |           |    
 1741-10-01 |        2 | Pont-de-Veyle (Antoi |           |    
 1741-10-01 |        1 | La Chaussée (Pierre- |      1692 |  49
 1741-10-02 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-10-02 |        1 | Crébillon (Prosper J |      1674 |  67
 1741-10-03 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-10-03 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-10-04 |        2 | Champmeslé (Charles  |           |    
 1741-10-04 |        2 | La Fontaine (Jean de |      1621 | 120
 1741-10-04 |        1 | Crébillon (Prosper J |      1674 |  67
 1741-10-05 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-10-05 |        1 | Lesage (Alain-René)  |      1668 |  73
 1741-10-07 |        2 | Florent Carton dit D |      1661 |  80
 1741-10-07 |        1 | Jean Racine          |      1639 | 102
 1741-10-08 |        1 | Destouches           |      1680 |  61
 1741-10-08 |        2 | Hauteroche (Noël Leb |           |    
 1741-10-09 |        2 | Legrand (Marc-Antoin |      1673 |  68
 1741-10-09 |        1 | Jean Racine          |      1639 | 102
 1741-10-11 |        1 | Corneille (Thomas)   |      1625 | 116
 1741-10-11 |        2 | Boissy (Louis de)    |      1694 |  47
 1741-10-12 |        1 | arrangée et versifié |           |    
 1741-10-12 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-10-12 |        2 | Jean Racine          |      1639 | 102
 1741-10-14 |        1 | Corneille (Thomas)   |      1625 | 116
 1741-10-14 |        2 | Boissy (Louis de)    |      1694 |  47
 1741-10-15 |        1 | Destouches           |      1680 |  61
 1741-10-15 |        2 | Florent Carton dit D |      1661 |  80
 1741-10-16 |        2 | Legrand (Marc-Antoin |      1673 |  68
 1741-10-16 |        1 | Jean Racine          |      1639 | 102
 1741-10-18 |        1 | Jean Racine          |      1639 | 102
 1741-10-18 |        2 | Lesage (Alain-René)  |      1668 |  73
 1741-10-19 |        1 | Corneille (Pierre)   |      1606 | 135
 1741-10-19 |        2 | Florent Carton dit D |      1661 |  80
 1741-10-20 |        1 | Campistron (Jean Gal |      1656 |  85
 1741-10-20 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-10-21 |        1 | Jean Racine          |      1639 | 102
 1741-10-21 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-10-22 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-10-22 |        2 | Du Fresny (Charles)  |      1648 |  93
 1741-10-23 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-10-23 |        1 | Michel Boyron        |           |    
 1741-10-24 |        1 | Campistron (Jean Gal |      1656 |  85
 1741-10-24 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-10-25 |        2 | Fagan (Barthélemy-Ch |      1702 |  39
 1741-10-25 |        1 | François-Marie Aroue |      1694 |  47
 1741-10-26 |        1 | Florent Carton dit D |      1661 |  80
 1741-10-26 |        2 | Hauteroche (Noël Leb |           |    
 1741-10-27 |        1 | Jean-Baptiste Poquel |      1622 | 119
 1741-10-27 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-10-28 |        1 | Du Fresny (Charles)  |      1648 |  93
 1741-10-28 |        2 | Florent Carton dit D |      1661 |  80
 1741-10-29 |        2 | Florent Carton dit D |      1661 |  80
 1741-10-29 |        1 | Regnard (Jean-Franço |      1655 |  86
 1741-10-30 |        2 | Regnard (Jean-Franço |      1655 |  86
 1741-10-30 |        1 | Lesage (Alain-René)  |      1668 |  73
 1741-10-31 |        2 | Jean-Baptiste Poquel |      1622 | 119
 1741-10-31 |        1 | Quinault (Philippe)  |      1635 | 106
